Ticket_ID,Property_Cluster,Building_Type,Issue_Category,Maintenance_Type,Asset_Criticality,Priority_Level,Created_Timestamp,First_Response_Timestamp,Resolved_Timestamp,Vendor_ID,Vendor_Tier,SLA_Target_Hours,SLA_Breached,Root_Cause_Tag,Resolution_Time_Hours,Response_Time_Minutes,Delay_Bucket,Vendor_Reliability_Index
TKT-100479,B Campus,Mall,Elevator,Preventive,Medium,Medium,12-11-2025 23:10,13-11-2025 00:18,20:04.3,V-02,Preferred,4,False,Approval Pending,2.16,68,On Time,0.8
TKT-100480,B Campus,IT Park,Plumbing,Emergency,High,High,03-10-2025 03:08,03-10-2025 03:58,18:04.8,V-09,Standard,10,True,Technician Delay,11.16,50,Minor Delay,0.59
TKT-100481,C Campus,IT Park,Elevator,Emergency,High,High,24-12-2025 17:31,24-12-2025 18:53,35:00.8,V-06,Standard,4,False,Approval Pending,3.06,82,On Time,0.66
TKT-100482,A Campus,Hospital,Plumbing,Emergency,High,High,29-07-2025 04:04,29-07-2025 05:27,24:28.2,V-15,Standard,10,False,Misdiagnosis,9.33,83,On Time,0.65
TKT-100483,C Campus,Mall,Plumbing,Preventive,Medium,Medium,21-10-2025 04:32,21-10-2025 06:03,26:16.9,V-16,Standard,10,False,Repeat Failure,7.89,91,On Time,0.7
TKT-100484,B Campus,Mall,HVAC,Preventive,Low,Low,10-11-2025 17:23,10-11-2025 18:53,14:41.9,V-13,Standard,8,False,Part Unavailable,7.86,90,On Time,0.65
TKT-100485,B Campus,IT Park,HVAC,Preventive,Medium,Medium,26-12-2025 04:50,26-12-2025 06:09,45:13.6,V-09,Standard,8,True,Approval Pending,8.91,79,Minor Delay,0.58
TKT-100486,B Campus,Office Tower,Elevator,Preventive,Medium,Medium,28-11-2025 03:08,28-11-2025 03:53,50:16.2,V-18,Preferred,4,False,Part Unavailable,2.69,45,On Time,0.89
TKT-100487,C Campus,IT Park,Electrical,Preventive,Medium,Medium,03-07-2025 07:44,03-07-2025 08:40,45:58.0,V-01,Preferred,6,False,Technician Delay,3.02,56,On Time,0.8
TKT-100488,A Campus,IT Park,Plumbing,Preventive,Medium,Medium,25-10-2025 09:20,25-10-2025 11:00,14:17.7,V-21,Backup,10,False,Repeat Failure,7.9,100,On Time,0.5
TKT-100489,A Campus,IT Park,Plumbing,Preventive,Medium,Medium,19-08-2025 04:37,19-08-2025 05:40,06:45.8,V-22,Standard,10,True,Misdiagnosis,10.48,63,Minor Delay,0.54
TKT-100490,B Campus,Mall,HVAC,Preventive,Medium,Medium,23-08-2025 20:15,23-08-2025 21:49,12:24.8,V-03,Standard,8,False,Approval Pending,4.95,94,On Time,0.67
TKT-100491,A Campus,Office Tower,Plumbing,Preventive,Medium,Medium,03-11-2025 08:10,03-11-2025 09:11,38:22.6,V-09,Preferred,10,False,Approval Pending,7.47,61,On Time,0.88
TKT-100492,A Campus,IT Park,Electrical,Emergency,High,High,19-10-2025 22:39,19-10-2025 23:25,06:44.0,V-13,Preferred,6,False,Repeat Failure,2.45,46,On Time,0.85
TKT-100493,A Campus,Hospital,HVAC,Preventive,Medium,Medium,20-10-2025 14:01,20-10-2025 14:31,34:39.6,V-03,Preferred,8,False,Repeat Failure,6.56,30,On Time,0.81
TKT-100494,A Campus,IT Park,HVAC,Preventive,Medium,Medium,11-11-2025 20:11,11-11-2025 22:03,07:48.4,V-02,Backup,8,True,Misdiagnosis,11.94,112,Minor Delay,0.35
TKT-100495,C Campus,IT Park,HVAC,Preventive,Low,Low,12-10-2025 19:32,12-10-2025 21:11,46:21.4,V-02,Standard,8,True,Technician Delay,11.23,99,Minor Delay,0.53
TKT-100496,C Campus,Mall,HVAC,Emergency,High,High,13-11-2025 03:02,13-11-2025 04:11,22:18.9,V-05,Standard,8,True,Technician Delay,11.33,69,Minor Delay,0.59
TKT-100497,A Campus,IT Park,Electrical,Preventive,Medium,Medium,03-10-2025 23:59,04-10-2025 01:08,01:44.8,V-01,Standard,6,True,Part Unavailable,6.04,69,Minor Delay,0.59
TKT-100498,B Campus,IT Park,Plumbing,Emergency,High,High,30-11-2025 23:18,01-12-2025 00:49,10:57.5,V-18,Standard,10,True,Approval Pending,12.87,91,Minor Delay,0.57
TKT-100499,C Campus,Mall,Access Control,Emergency,High,High,08-07-2025 03:51,08-07-2025 04:30,17:34.8,V-01,Preferred,12,False,Technician Delay,4.43,39,On Time,0.87
TKT-100500,C Campus,IT Park,HVAC,Emergency,High,High,07-12-2025 08:55,07-12-2025 10:45,55:49.9,V-20,Backup,8,False,Technician Delay,6.01,110,On Time,0.5
TKT-100501,A Campus,IT Park,HVAC,Preventive,Medium,Medium,21-09-2025 18:17,21-09-2025 19:08,50:01.1,V-05,Preferred,8,True,Misdiagnosis,8.54,51,Minor Delay,0.69
TKT-100502,A Campus,IT Park,HVAC,Preventive,Medium,Medium,04-09-2025 03:33,04-09-2025 04:07,27:23.1,V-19,Preferred,8,False,Part Unavailable,3.9,34,On Time,0.89
TKT-100503,A Campus,IT Park,Access Control,Emergency,High,High,29-11-2025 00:09,29-11-2025 01:04,48:18.3,V-10,Standard,12,False,Approval Pending,4.64,55,On Time,0.68
TKT-100504,C Campus,Office Tower,Electrical,Preventive,Low,Low,10-08-2025 00:46,10-08-2025 01:25,08:40.2,V-06,Preferred,6,False,Misdiagnosis,4.37,39,On Time,0.8
TKT-100505,B Campus,IT Park,Access Control,Preventive,Medium,Medium,06-09-2025 13:06,06-09-2025 14:32,45:08.1,V-25,Backup,12,False,Part Unavailable,5.64,86,On Time,0.51
TKT-100506,C Campus,Mall,Electrical,Emergency,High,High,27-11-2025 14:00,27-11-2025 15:25,17:19.5,V-16,Standard,6,False,Repeat Failure,5.28,85,On Time,0.67
TKT-100507,A Campus,Mall,HVAC,Preventive,Medium,Medium,11-07-2025 11:47,11-07-2025 12:40,41:55.8,V-24,Preferred,8,False,Misdiagnosis,4.91,53,On Time,0.89
TKT-100508,C Campus,Mall,Electrical,Preventive,Low,Low,30-11-2025 12:39,30-11-2025 13:25,02:39.3,V-07,Standard,6,False,Technician Delay,3.39,46,On Time,0.65
TKT-100509,C Campus,Hospital,HVAC,Emergency,High,High,29-11-2025 06:17,29-11-2025 06:54,18:20.3,V-16,Preferred,8,False,Technician Delay,5.02,37,On Time,0.8
TKT-100510,B Campus,IT Park,Elevator,Preventive,Medium,Medium,29-07-2025 03:28,29-07-2025 04:26,06:20.4,V-09,Standard,4,False,Part Unavailable,2.63,58,On Time,0.71
TKT-100511,B Campus,Mall,Elevator,Preventive,Medium,Medium,12-11-2025 09:56,12-11-2025 11:02,26:53.7,V-10,Preferred,4,False,Misdiagnosis,3.51,66,On Time,0.8
TKT-100512,A Campus,Mall,Electrical,Emergency,High,High,14-12-2025 00:36,14-12-2025 01:35,36:48.7,V-09,Standard,6,True,Technician Delay,8.01,59,Minor Delay,0.59
TKT-100513,C Campus,Office Tower,HVAC,Preventive,Low,Low,18-08-2025 02:58,18-08-2025 04:03,53:03.1,V-14,Standard,8,False,Misdiagnosis,7.91,65,On Time,0.74
TKT-100514,A Campus,Office Tower,Electrical,Preventive,Medium,Medium,07-07-2025 12:40,07-07-2025 13:52,16:15.8,V-18,Standard,6,False,Misdiagnosis,5.59,72,On Time,0.74
TKT-100515,C Campus,Office Tower,HVAC,Preventive,Medium,Medium,26-07-2025 18:28,26-07-2025 19:35,07:45.8,V-19,Standard,8,False,Approval Pending,6.65,67,On Time,0.65
TKT-100516,C Campus,IT Park,HVAC,Preventive,Medium,Medium,29-09-2025 01:16,29-09-2025 01:54,04:35.0,V-21,Preferred,8,True,Part Unavailable,8.8,38,Minor Delay,0.73
TKT-100517,B Campus,Hospital,HVAC,Preventive,Medium,Medium,07-07-2025 08:27,07-07-2025 09:30,08:00.3,V-03,Standard,8,False,Misdiagnosis,7.67,63,On Time,0.65
TKT-100518,B Campus,IT Park,HVAC,Preventive,Low,Low,24-12-2025 16:55,24-12-2025 18:38,21:20.4,V-21,Backup,8,True,Misdiagnosis,8.43,103,Minor Delay,0.36
TKT-100519,C Campus,IT Park,HVAC,Preventive,Medium,Medium,15-11-2025 17:45,15-11-2025 19:34,41:32.9,V-19,Backup,8,False,Misdiagnosis,7.94,109,On Time,0.5
TKT-100520,A Campus,Mall,HVAC,Emergency,High,High,07-09-2025 11:45,07-09-2025 12:47,38:30.2,V-04,Standard,8,False,Repeat Failure,7.89,62,On Time,0.67
TKT-100521,C Campus,Hospital,Electrical,Preventive,Medium,Medium,29-10-2025 13:50,29-10-2025 14:43,00:26.1,V-15,Preferred,6,True,Approval Pending,7.16,53,Minor Delay,0.73
TKT-100522,A Campus,Office Tower,Elevator,Preventive,Medium,Medium,25-08-2025 23:54,26-08-2025 00:43,52:39.0,V-21,Standard,4,False,Repeat Failure,3.96,49,On Time,0.74
TKT-100523,B Campus,Office Tower,HVAC,Preventive,Medium,Medium,28-12-2025 22:08,28-12-2025 22:46,50:41.1,V-08,Preferred,8,False,Misdiagnosis,5.71,38,On Time,0.81
TKT-100524,C Campus,Hospital,Plumbing,Preventive,Medium,Medium,21-10-2025 08:57,21-10-2025 10:03,25:08.4,V-15,Standard,10,False,Approval Pending,9.46,66,On Time,0.7
TKT-100525,C Campus,Mall,Access Control,Preventive,Medium,Medium,03-08-2025 08:21,03-08-2025 09:07,16:20.7,V-06,Preferred,12,False,Misdiagnosis,3.92,46,On Time,0.8
TKT-100526,A Campus,Hospital,Elevator,Preventive,Medium,Medium,04-08-2025 01:14,04-08-2025 03:07,25:00.8,V-19,Backup,4,True,Repeat Failure,4.18,113,Minor Delay,0.42
TKT-100527,B Campus,Hospital,HVAC,Preventive,Low,Low,05-08-2025 19:48,05-08-2025 20:31,38:41.2,V-06,Preferred,8,False,Technician Delay,6.83,43,On Time,0.81
TKT-100528,B Campus,IT Park,HVAC,Preventive,Low,Low,17-09-2025 13:23,17-09-2025 14:39,32:22.4,V-17,Standard,8,True,Part Unavailable,10.14,76,Minor Delay,0.54
TKT-100529,C Campus,Hospital,Electrical,Preventive,Medium,Medium,21-12-2025 23:33,22-12-2025 00:21,36:17.2,V-15,Preferred,6,True,Misdiagnosis,6.05,48,Minor Delay,0.69
TKT-100530,C Campus,IT Park,Elevator,Preventive,Medium,Medium,22-12-2025 19:07,22-12-2025 20:09,21:58.2,V-03,Backup,4,True,Technician Delay,4.25,62,Minor Delay,0.39
TKT-100531,A Campus,Mall,Access Control,Preventive,Medium,Medium,13-08-2025 03:15,13-08-2025 04:50,30:59.8,V-03,Standard,12,False,Technician Delay,7.25,95,On Time,0.66
TKT-100532,B Campus,Mall,Elevator,Preventive,Medium,Medium,31-08-2025 16:51,31-08-2025 17:59,15:37.4,V-12,Preferred,4,False,Part Unavailable,3.4,68,On Time,0.83
TKT-100533,B Campus,IT Park,Plumbing,Preventive,Medium,Medium,05-09-2025 23:26,06-09-2025 00:33,53:01.7,V-14,Standard,10,True,Misdiagnosis,10.44,67,Minor Delay,0.52
TKT-100534,B Campus,Mall,HVAC,Preventive,Medium,Medium,19-11-2025 11:32,19-11-2025 12:28,10:48.8,V-11,Preferred,8,False,Repeat Failure,4.63,56,On Time,0.88
TKT-100535,C Campus,Office Tower,Elevator,Preventive,Medium,Medium,02-07-2025 06:50,02-07-2025 08:01,15:24.1,V-07,Standard,4,True,Technician Delay,4.41,71,Minor Delay,0.57
TKT-100536,B Campus,Hospital,Electrical,Preventive,Low,Low,04-10-2025 06:17,04-10-2025 07:04,34:11.5,V-01,Standard,6,False,Approval Pending,4.28,47,On Time,0.72
TKT-100537,B Campus,Hospital,Electrical,Preventive,Low,Low,25-07-2025 02:42,25-07-2025 03:30,15:33.7,V-03,Preferred,6,False,Technician Delay,4.55,48,On Time,0.8
TKT-100538,C Campus,Hospital,Plumbing,Preventive,Low,Low,18-10-2025 19:46,18-10-2025 20:43,33:56.0,V-19,Preferred,10,False,Technician Delay,7.8,57,On Time,0.89
TKT-100539,B Campus,Mall,HVAC,Preventive,Medium,Medium,29-07-2025 09:02,29-07-2025 10:07,50:24.1,V-12,Standard,8,False,Misdiagnosis,7.79,65,On Time,0.74
TKT-100540,B Campus,Hospital,Plumbing,Preventive,Medium,Medium,02-11-2025 01:42,02-11-2025 02:16,05:29.9,V-11,Preferred,10,False,Repeat Failure,5.39,34,On Time,0.8
TKT-100541,B Campus,Hospital,Electrical,Preventive,Low,Low,19-07-2025 14:36,19-07-2025 15:55,20:11.1,V-11,Standard,6,True,Part Unavailable,7.72,79,Minor Delay,0.57
TKT-100542,A Campus,Mall,Plumbing,Preventive,Medium,Medium,06-10-2025 17:56,06-10-2025 18:55,23:47.0,V-23,Standard,10,True,Part Unavailable,10.46,59,Minor Delay,0.51
TKT-100543,C Campus,IT Park,HVAC,Preventive,Low,Low,28-09-2025 10:02,28-09-2025 10:36,44:38.4,V-15,Preferred,8,False,Repeat Failure,3.7,34,On Time,0.8
TKT-100544,C Campus,Hospital,HVAC,Preventive,Medium,Medium,15-11-2025 20:20,15-11-2025 21:24,36:09.7,V-05,Standard,8,False,Misdiagnosis,4.25,64,On Time,0.71
TKT-100545,A Campus,IT Park,Electrical,Emergency,High,High,12-11-2025 03:26,12-11-2025 04:03,27:35.9,V-17,Preferred,6,True,Technician Delay,6.01,37,Minor Delay,0.65
TKT-100546,A Campus,Office Tower,Plumbing,Preventive,Low,Low,24-12-2025 10:03,24-12-2025 11:19,32:50.6,V-19,Backup,10,False,Misdiagnosis,6.49,76,On Time,0.56
TKT-100547,A Campus,Hospital,Elevator,Preventive,Medium,Medium,18-07-2025 15:03,18-07-2025 15:42,48:17.6,V-24,Preferred,4,False,Repeat Failure,2.74,39,On Time,0.8
TKT-100548,A Campus,IT Park,Plumbing,Preventive,Medium,Medium,07-12-2025 03:32,07-12-2025 04:39,32:51.6,V-01,Preferred,10,False,Approval Pending,10.0,67,On Time,0.8
TKT-100549,A Campus,Mall,Electrical,Preventive,Low,Low,13-12-2025 07:19,13-12-2025 08:49,57:48.0,V-13,Standard,6,True,Technician Delay,7.63,90,Minor Delay,0.53
TKT-100550,A Campus,Mall,Access Control,Emergency,High,High,22-07-2025 21:53,22-07-2025 22:43,29:42.8,V-02,Preferred,12,False,Part Unavailable,6.6,50,On Time,0.88
TKT-100551,B Campus,Office Tower,Plumbing,Preventive,Low,Low,13-09-2025 17:12,13-09-2025 18:00,11:13.1,V-14,Preferred,10,False,Repeat Failure,8.98,48,On Time,0.86
TKT-100552,A Campus,Office Tower,HVAC,Preventive,Low,Low,04-08-2025 19:35,04-08-2025 20:20,59:49.9,V-05,Standard,8,True,Misdiagnosis,10.41,45,Minor Delay,0.53
TKT-100553,B Campus,IT Park,HVAC,Preventive,Low,Low,13-07-2025 13:34,13-07-2025 14:42,41:16.1,V-24,Standard,8,True,Technician Delay,12.12,68,Major Delay,0.52
TKT-100554,B Campus,Hospital,Elevator,Emergency,High,High,08-09-2025 03:32,08-09-2025 05:02,47:57.2,V-04,Backup,4,True,Part Unavailable,5.27,90,Minor Delay,0.4
TKT-100555,B Campus,Office Tower,Plumbing,Preventive,Medium,Medium,31-10-2025 00:25,31-10-2025 01:03,51:15.7,V-20,Preferred,10,False,Technician Delay,9.43,38,On Time,0.8
TKT-100556,B Campus,Mall,HVAC,Preventive,Medium,Medium,29-10-2025 18:34,29-10-2025 19:43,46:32.7,V-22,Preferred,8,False,Misdiagnosis,4.2,69,On Time,0.82
TKT-100557,B Campus,Hospital,HVAC,Emergency,High,High,05-09-2025 17:21,05-09-2025 18:57,10:54.0,V-13,Standard,8,True,Part Unavailable,11.82,96,Minor Delay,0.52
TKT-100558,B Campus,Office Tower,Access Control,Preventive,Low,Low,28-09-2025 06:09,28-09-2025 06:56,46:56.5,V-05,Standard,12,False,Misdiagnosis,7.63,47,On Time,0.7
TKT-100559,C Campus,Office Tower,Elevator,Emergency,High,High,26-11-2025 08:32,26-11-2025 09:09,57:31.5,V-06,Preferred,4,False,Technician Delay,3.41,37,On Time,0.81
TKT-100560,A Campus,Office Tower,Elevator,Emergency,High,High,05-10-2025 01:25,05-10-2025 02:47,29:14.6,V-02,Standard,4,True,Repeat Failure,6.06,82,Major Delay,0.57
TKT-100561,B Campus,Hospital,Elevator,Preventive,Medium,Medium,26-11-2025 14:03,26-11-2025 15:13,24:49.3,V-08,Preferred,4,False,Repeat Failure,3.35,70,On Time,0.86
TKT-100562,C Campus,Hospital,Plumbing,Emergency,High,High,24-12-2025 18:43,24-12-2025 19:17,06:07.9,V-14,Preferred,10,False,Repeat Failure,5.38,34,On Time,0.8
TKT-100563,C Campus,Office Tower,Plumbing,Preventive,Low,Low,04-07-2025 23:04,05-07-2025 00:48,11:29.6,V-16,Backup,10,False,Misdiagnosis,9.11,104,On Time,0.58
TKT-100564,C Campus,Mall,Electrical,Preventive,Medium,Medium,05-10-2025 10:56,05-10-2025 11:58,24:00.8,V-21,Preferred,6,False,Approval Pending,5.46,62,On Time,0.88
TKT-100565,C Campus,Mall,Elevator,Preventive,Medium,Medium,21-08-2025 11:42,21-08-2025 12:45,21:48.8,V-19,Backup,4,True,Technician Delay,5.65,63,Minor Delay,0.43
TKT-100566,C Campus,Hospital,Plumbing,Preventive,Medium,Medium,14-07-2025 01:29,14-07-2025 02:50,35:11.4,V-10,Standard,10,False,Misdiagnosis,7.09,81,On Time,0.68
TKT-100567,C Campus,Hospital,HVAC,Preventive,Medium,Medium,19-09-2025 10:50,19-09-2025 11:45,00:57.9,V-17,Preferred,8,False,Approval Pending,5.17,55,On Time,0.87
TKT-100568,C Campus,Office Tower,Electrical,Preventive,Medium,Medium,06-11-2025 07:34,06-11-2025 09:26,13:02.5,V-14,Backup,6,True,Approval Pending,7.64,112,Minor Delay,0.35
TKT-100569,C Campus,IT Park,Plumbing,Preventive,Medium,Medium,08-08-2025 23:05,09-08-2025 00:13,30:42.9,V-03,Standard,10,True,Part Unavailable,11.42,68,Minor Delay,0.5
TKT-100570,A Campus,Office Tower,HVAC,Preventive,Medium,Medium,07-12-2025 22:46,07-12-2025 23:49,15:17.7,V-08,Standard,8,True,Part Unavailable,8.48,63,Minor Delay,0.55
TKT-100571,B Campus,Office Tower,HVAC,Emergency,High,High,23-09-2025 16:31,23-09-2025 17:58,04:22.0,V-22,Backup,8,True,Technician Delay,11.55,87,Minor Delay,0.36
TKT-100572,A Campus,IT Park,Electrical,Emergency,High,High,29-11-2025 21:28,29-11-2025 22:14,38:12.0,V-12,Standard,6,True,Part Unavailable,8.16,46,Minor Delay,0.5
TKT-100573,C Campus,IT Park,HVAC,Preventive,Medium,Medium,11-12-2025 01:48,11-12-2025 02:26,33:37.7,V-25,Preferred,8,False,Part Unavailable,4.76,38,On Time,0.81
TKT-100574,B Campus,Office Tower,HVAC,Emergency,High,High,16-08-2025 05:31,16-08-2025 06:39,10:09.4,V-08,Preferred,8,False,Technician Delay,4.65,68,On Time,0.83
TKT-100575,A Campus,Mall,Elevator,Preventive,Medium,Medium,04-08-2025 00:16,04-08-2025 01:14,41:10.0,V-04,Standard,4,True,Part Unavailable,4.41,58,Minor Delay,0.54
TKT-100576,C Campus,Office Tower,Access Control,Preventive,Medium,Medium,10-11-2025 13:47,10-11-2025 14:32,36:53.4,V-01,Preferred,12,False,Misdiagnosis,6.82,45,On Time,0.8
TKT-100577,C Campus,IT Park,HVAC,Preventive,Medium,Medium,12-11-2025 02:48,12-11-2025 04:23,06:13.9,V-22,Standard,8,True,Misdiagnosis,10.29,95,Minor Delay,0.58
TKT-100578,C Campus,Mall,Electrical,Preventive,Medium,Medium,14-09-2025 10:24,14-09-2025 11:24,44:45.8,V-08,Backup,6,True,Part Unavailable,6.34,60,Minor Delay,0.4
TKT-100579,A Campus,Mall,HVAC,Preventive,Medium,Medium,31-10-2025 14:19,31-10-2025 15:09,36:20.3,V-16,Preferred,8,True,Technician Delay,9.29,50,Minor Delay,0.67
TKT-100580,C Campus,Office Tower,Access Control,Preventive,Medium,Medium,17-11-2025 07:15,17-11-2025 08:27,06:19.7,V-20,Standard,12,False,Technician Delay,6.84,72,On Time,0.65
TKT-100581,C Campus,Hospital,Elevator,Preventive,Low,Low,12-11-2025 23:54,13-11-2025 00:40,19:01.9,V-07,Standard,4,False,Part Unavailable,3.4,46,On Time,0.65
TKT-100582,B Campus,Hospital,Plumbing,Emergency,High,High,22-07-2025 12:29,22-07-2025 13:09,10:46.5,V-14,Preferred,10,False,Part Unavailable,9.68,40,On Time,0.84
TKT-100583,B Campus,Office Tower,Plumbing,Preventive,Medium,Medium,20-08-2025 14:51,20-08-2025 15:32,08:24.3,V-13,Preferred,10,False,Approval Pending,9.28,41,On Time,0.8
TKT-100584,A Campus,IT Park,Electrical,Preventive,Medium,Medium,27-12-2025 06:00,27-12-2025 07:05,44:42.3,V-06,Preferred,6,False,Approval Pending,5.73,65,On Time,0.89
TKT-100585,B Campus,Office Tower,Elevator,Emergency,High,High,29-07-2025 23:33,30-07-2025 00:08,06:42.8,V-15,Preferred,4,False,Approval Pending,1.55,35,On Time,0.8
TKT-100586,B Campus,IT Park,Access Control,Preventive,Medium,Medium,16-11-2025 13:26,16-11-2025 14:24,45:15.1,V-07,Standard,12,False,Approval Pending,6.31,58,On Time,0.65
TKT-100587,A Campus,Hospital,Plumbing,Emergency,High,High,20-09-2025 05:33,20-09-2025 06:29,38:58.4,V-12,Standard,10,False,Repeat Failure,8.09,56,On Time,0.65
TKT-100588,C Campus,Office Tower,Plumbing,Preventive,Low,Low,03-07-2025 00:05,03-07-2025 01:20,45:53.5,V-24,Standard,10,True,Part Unavailable,11.67,75,Minor Delay,0.5
TKT-100589,B Campus,IT Park,Access Control,Emergency,High,High,17-10-2025 03:48,17-10-2025 04:36,08:50.2,V-20,Standard,12,False,Part Unavailable,7.34,48,On Time,0.65
TKT-100590,C Campus,IT Park,HVAC,Preventive,Medium,Medium,19-08-2025 06:07,19-08-2025 07:09,38:45.5,V-19,Preferred,8,False,Approval Pending,7.52,62,On Time,0.87
TKT-100591,B Campus,Mall,Plumbing,Emergency,High,High,04-10-2025 16:48,04-10-2025 17:39,59:43.5,V-02,Preferred,10,False,Misdiagnosis,6.2,51,On Time,0.87
TKT-100592,B Campus,Hospital,Electrical,Preventive,Medium,Medium,27-12-2025 20:34,27-12-2025 21:46,14:32.5,V-06,Standard,6,True,Misdiagnosis,7.67,72,Minor Delay,0.54
TKT-100593,C Campus,Office Tower,Plumbing,Preventive,Medium,Medium,16-10-2025 21:37,16-10-2025 23:16,42:03.7,V-16,Standard,10,False,Technician Delay,9.07,99,On Time,0.7
TKT-100594,A Campus,Office Tower,Electrical,Preventive,Medium,Medium,23-07-2025 12:42,23-07-2025 13:43,14:01.6,V-05,Preferred,6,False,Misdiagnosis,4.52,61,On Time,0.88
TKT-100595,B Campus,IT Park,Elevator,Preventive,Low,Low,16-12-2025 13:58,16-12-2025 15:16,56:50.7,V-19,Backup,4,False,Approval Pending,3.97,78,On Time,0.59
TKT-100596,C Campus,Mall,Electrical,Preventive,Medium,Medium,26-12-2025 17:26,26-12-2025 18:00,15:23.4,V-04,Preferred,6,False,Misdiagnosis,4.82,34,On Time,0.83
TKT-100597,B Campus,IT Park,Plumbing,Preventive,Medium,Medium,30-07-2025 20:38,30-07-2025 21:09,24:36.3,V-01,Preferred,10,False,Technician Delay,8.76,31,On Time,0.84
TKT-100598,A Campus,Office Tower,Electrical,Emergency,High,High,20-11-2025 01:14,20-11-2025 03:00,06:22.3,V-02,Backup,6,True,Technician Delay,8.86,106,Minor Delay,0.35
TKT-100599,A Campus,Office Tower,HVAC,Emergency,High,High,16-09-2025 10:48,16-09-2025 11:49,00:14.7,V-25,Standard,8,False,Misdiagnosis,5.19,61,On Time,0.68
TKT-100600,B Campus,Mall,Electrical,Emergency,High,High,27-08-2025 23:19,28-08-2025 00:20,11:39.0,V-04,Preferred,6,False,Technician Delay,5.87,61,On Time,0.84
TKT-100601,C Campus,Mall,Plumbing,Preventive,Medium,Medium,25-09-2025 11:54,25-09-2025 12:48,23:58.4,V-14,Preferred,10,False,Technician Delay,7.49,54,On Time,0.8
TKT-100602,B Campus,IT Park,Access Control,Preventive,Medium,Medium,08-10-2025 16:20,08-10-2025 17:26,31:19.9,V-21,Standard,12,False,Part Unavailable,9.18,66,On Time,0.66
TKT-100603,A Campus,Hospital,Electrical,Emergency,High,High,23-09-2025 22:13,23-09-2025 23:03,57:53.9,V-17,Standard,6,False,Repeat Failure,5.74,50,On Time,0.68
TKT-100604,B Campus,IT Park,Electrical,Emergency,High,High,15-07-2025 20:40,15-07-2025 21:12,23:53.9,V-12,Preferred,6,False,Approval Pending,4.73,32,On Time,0.85
TKT-100605,C Campus,IT Park,HVAC,Emergency,High,High,04-07-2025 03:49,04-07-2025 04:41,08:23.6,V-23,Standard,8,True,Technician Delay,9.32,52,Minor Delay,0.55
TKT-100606,B Campus,Office Tower,HVAC,Preventive,Low,Low,30-10-2025 03:10,30-10-2025 03:56,02:20.7,V-09,Preferred,8,False,Repeat Failure,5.87,46,On Time,0.8
TKT-100607,A Campus,Office Tower,Electrical,Preventive,Low,Low,04-07-2025 11:29,04-07-2025 12:14,28:33.1,V-24,Standard,6,False,Repeat Failure,2.99,45,On Time,0.65
TKT-100608,C Campus,Office Tower,Access Control,Emergency,High,High,29-10-2025 02:24,29-10-2025 04:16,12:24.1,V-05,Backup,12,False,Approval Pending,7.79,112,On Time,0.57
TKT-100609,A Campus,Mall,Electrical,Preventive,Medium,Medium,06-12-2025 10:41,06-12-2025 11:27,23:25.6,V-21,Standard,6,False,Technician Delay,3.7,46,On Time,0.66
TKT-100610,A Campus,IT Park,Plumbing,Preventive,Medium,Medium,27-11-2025 11:09,27-11-2025 12:23,31:04.4,V-16,Standard,10,False,Repeat Failure,6.36,74,On Time,0.67
TKT-100611,A Campus,Office Tower,Electrical,Preventive,Medium,Medium,09-08-2025 02:18,09-08-2025 03:06,42:00.8,V-14,Preferred,6,True,Part Unavailable,6.4,48,Minor Delay,0.67
TKT-100612,C Campus,Hospital,HVAC,Preventive,Medium,Medium,03-10-2025 15:53,03-10-2025 16:48,24:20.7,V-23,Preferred,8,False,Repeat Failure,6.51,55,On Time,0.89
TKT-100613,C Campus,IT Park,Plumbing,Preventive,Medium,Medium,20-10-2025 22:14,20-10-2025 23:19,11:19.1,V-21,Standard,10,True,Part Unavailable,10.95,65,Minor Delay,0.54
TKT-100614,B Campus,Office Tower,Electrical,Preventive,Medium,Medium,01-08-2025 07:52,01-08-2025 08:55,38:32.5,V-20,Standard,6,False,Approval Pending,5.77,63,On Time,0.65
TKT-100615,C Campus,Office Tower,Access Control,Preventive,Low,Low,19-12-2025 11:53,19-12-2025 12:56,20:12.1,V-16,Standard,12,False,Misdiagnosis,7.45,63,On Time,0.72
TKT-100616,C Campus,Mall,Plumbing,Emergency,High,High,12-11-2025 02:53,12-11-2025 03:28,17:34.1,V-16,Preferred,10,False,Part Unavailable,5.41,35,On Time,0.85
TKT-100617,A Campus,Mall,Electrical,Preventive,Medium,Medium,10-07-2025 03:15,10-07-2025 03:46,40:29.9,V-03,Preferred,6,False,Repeat Failure,3.41,31,On Time,0.84
TKT-100618,B Campus,IT Park,Access Control,Preventive,Medium,Medium,24-07-2025 10:26,24-07-2025 11:46,25:10.5,V-09,Standard,12,False,Repeat Failure,4.97,80,On Time,0.72
TKT-100619,C Campus,IT Park,HVAC,Preventive,Medium,Medium,27-12-2025 22:25,27-12-2025 23:23,02:42.5,V-04,Preferred,8,True,Misdiagnosis,8.63,58,Minor Delay,0.66
TKT-100620,A Campus,IT Park,HVAC,Preventive,Low,Low,31-10-2025 07:40,31-10-2025 08:47,10:16.3,V-24,Backup,8,True,Part Unavailable,12.5,67,Major Delay,0.43
